genre,chart_page,period,artist,title,label
variety,0005,May 2000,Ween,White Pepper,( Elektra )
variety,0005,May 2000,Polecat,High Pressure System,(Sonic Boom)
variety,0005,May 2000,Ray Condo & his Ricochets,High and Wild,(Joaquin)
variety,0005,May 2000,(Various),A Six Degrees Collection: Traveler '00,( Six Degrees )
variety,0005,May 2000,Joseph Arthur,Come To Me Where I'm From,( Real World )
variety,0005,May 2000,The Forty Fives,Get It Together,( Ng / Artemis )
variety,0005,May 2000,Guy Davis,Butt Naked Free,( Red House )
variety,0005,May 2000,(Various),Asian Travels,( Six Degrees )
variety,0005,May 2000,The Mendoza Line,We're All In This Alone,( Bar/None )
variety,0005,May 2000,Eels,Daisies Of The Galaxy,( Dreamworks )
variety,0005,May 2000,Fila Brazillia,Brazilification,(Kudos)
variety,0005,May 2000,Lou Reed,Ecstasy,( Reprise )
variety,0005,May 2000,Dave Stuckey & the Rhythm Gang,Get A Load Of This,(HMG/ Hightone )
variety,0005,May 2000,(Various),2001: A Rhyme Odyssey,( Guidance )
variety,0005,May 2000,Pedro The Lion,Winners Never Quit,( Jade Tree )
variety,0005,May 2000,(Various),No Categories 3,( Ubiquity )
variety,0005,May 2000,Giant Sand,Chore Of Enchantment,( Thrill Jockey )
variety,0005,May 2000,(Various),Republica Dominicana,( Putumayo )
variety,0005,May 2000,Peter Case,Flying Saucer Blues,( Vanguard )
variety,0005,May 2000,DJ Cam,The French Connection,(Shadow)
variety,0005,May 2000,Septeto Santiaguero,La Pulidora,(Intuition)
variety,9501,"January 2-8, 1995",Mike Johnson,Where Am I?,Up
variety,9501,"January 2-8, 1995",Ass Ponys,Electric Rock Music,A & M
variety,9501,"January 2-8, 1995",Laika,Silver Apples Of The Moon,Too Pure
variety,9501,"January 2-8, 1995",(Various),The Big Bang,Ellipsis Arts
variety,9501,"January 2-8, 1995",The Schramms,Little Apocalypse,ESD
variety,9501,"January 2-8, 1995",Jessamine,Jessamine,Kranky
variety,9501,"January 2-8, 1995",Bill Monroe,Music Of Bill Monroe,MCA
variety,9501,"January 2-8, 1995",Portishead,Dummy,Go! Discs/London
variety,9501,"January 2-8, 1995",(Various),Stolen Moments:Red Hot & Cool,Red Hot/GRP
variety,9501,"January 2-8, 1995",Dog Faced Hermans,Those Deep Buds,Alternative Tentacles
variety,9501,"January 2-8, 1995",(Various),Hey Drag City,Drag City
variety,9501,"January 2-8, 1995",Leadbelly,Leadbelly's Last Sessions,Smithsonian/Folkways
variety,9501,"January 2-8, 1995",Pizzacato Five,Made In USA,Matador
variety,9501,"January 2-8, 1995",Digable Planets,Blowout Comb,Pendulum/EMI
variety,9501,"January 2-8, 1995",Lisa Germano,Geek The Girl,4AD
variety,9501,"January 2-8, 1995",Spanic Family,Spanic Family Album,ESD
variety,9501,"January 2-8, 1995",(Various),Dark City Sisters & Fly,Earthworks
variety,9501,"January 2-8, 1995",Palace Songs,Hope,Drag City
variety,9501,"January 2-8, 1995",Shane McGowen,The Snake,ZTT
variety,9501,"January 2-8, 1995",Kickstand,Kickstand,Queenie
variety,9501,"January 2-8, 1995",The Chrome Cranks,The Chrome Cranks,PCP
variety,9501,"January 2-8, 1995",(Various),Shake 'Em On Down,Arhoolie
variety,9501,"January 2-8, 1995",The Spiny Eateres,All Is Well,Kranky
variety,9501,"January 2-8, 1995",Nick Lowe,The Impossible Bird,Upstart
variety,9501,"January 2-8, 1995",Henry Kaiser/D Lindley,The Sweet Sunny North,Shanachie
variety,9501,"January 2-8, 1995",(Various),Tulare Dust: Merle Haggard Tribute,Hightone
variety,9501,"January 2-8, 1995",Cindytalk,Wappinschaw,Touched
variety,9501,"January 2-8, 1995",(Various),Sun Records Collection,Rhino
variety,9501,"January 2-8, 1995",Containe,I Want It All,Enchante
variety,9501,"January 2-8, 1995",(Various),Explorations,Ubiquity
variety,9501,"January 2-8, 1995",East River Pipe,Poor Fricky,Sarah
variety,9501,"January 2-8, 1995",(Various),Tex-Mex Fiesta,Arhoolie
variety,9501,"January 2-8, 1995",Garmarna,Vittrad,Omnium
variety,9501,"January 2-8, 1995",Silver Jews,Starlite Walker,Drag City
variety,9501,"January 2-8, 1995",(Various),The Excello Story,Excello
variety,9501,"January 2-8, 1995",The Terem Quartet,Classical,Real World
variety,9501,"January 2-8, 1995",Edsel,Detroit Folly,Grass
variety,9501,"January 2-8, 1995",(Various),Beyond The Beach,Upstart
variety,9501,"January 2-8, 1995",Antietam,Rope-A-Dope,Homestead
variety,9501,"January 2-8, 1995",(Various),Music For The Gods,Rykodisc
variety,9501,"January 2-8, 1995",The Skatalites,Hi-Bop Ska,Shanachie
variety,9501,"January 2-8, 1995",Gapeseed,Lo Cell,Silver Girl
variety,9501,"January 2-8, 1995",Pram,Helium,Too Pure
variety,9501,"January 2-8, 1995",Rebirth Brass Band,Rollin,Rounder
variety,9501,"January 2-8, 1995",Shady,World,Beggars Banquet
variety,9501,"January 2-8, 1995",Come,Don't Ask Don't Tell,Matador
variety,9501,"January 2-8, 1995",Dead Can Dance,Towards The Within,4AD
variety,9501,"January 2-8, 1995",Jon Spencer Blues Explosion,Orange,Matador
variety,9501,"January 2-8, 1995",(Various),"Rebirth of Cool, Vol 2",4th & Broadway
variety,9502,"January 30 - February 5, 1995",New Bomb Turks,Information Highway Rev,Crypt
variety,9502,"January 30 - February 5, 1995",Shane McGowen,The Snake,ZTT
variety,9502,"January 30 - February 5, 1995",Laughing Hyenas,Hard Times,Touch & Go
variety,9502,"January 30 - February 5, 1995",Mansour Seck,"N'der Fouta Tooro, Vol 1",Stern' Africa
variety,9502,"January 30 - February 5, 1995",Lois,Bet The Sky,K
variety,9502,"January 30 - February 5, 1995",A.C. Acoustics,Able Treasury,Trance Syndicate
variety,9502,"January 30 - February 5, 1995",Little Axe,Wolf That House Built,OKeh/Epic
variety,9502,"January 30 - February 5, 1995",Mike Johnson,Where Am I?,Up
variety,9502,"January 30 - February 5, 1995",(Various),The Big Bang,Ellipsis Arts
variety,9502,"January 30 - February 5, 1995",The Chrome Cranks,The Chrome Cranks,PCP
variety,9502,"January 30 - February 5, 1995",Jennifer Trynin,Cockamamie,Squint
variety,9502,"January 30 - February 5, 1995",Bill Monroe,Music Of Bill Monroe,MCA
variety,9502,"January 30 - February 5, 1995",Laika,Silver Apples Of The Moon,Too Pure
variety,9502,"January 30 - February 5, 1995",Portishead,Dummy,Go! Discs/London
variety,9502,"January 30 - February 5, 1995",Mary Lou Lord,Mary Lou Lord,Kill Rock Stars
variety,9502,"January 30 - February 5, 1995",The Cartwrights,Ponderosa Fabuloso,Big Iron
variety,9502,"January 30 - February 5, 1995",Ass Ponys,Electric Rock Music,A & M
variety,9502,"January 30 - February 5, 1995",Caspar Brotzmann Msskr,Home,Thirsty Ear
variety,9502,"January 30 - February 5, 1995",Spanic Family,Spanic Family Album,ESD
variety,9502,"January 30 - February 5, 1995",Team Dresch,Personal Best,Chainsaw/Candyass
variety,9502,"January 30 - February 5, 1995",Brainiac,Bonsai Superstar,Grass
variety,9502,"January 30 - February 5, 1995",(Various),For A Life Of Sin,Bloodshot
variety,9502,"January 30 - February 5, 1995",Huun-Huur-Tu,The Orphan's Lament,Shanachie
variety,9502,"January 30 - February 5, 1995",(Various),Periscope,Yoyo
variety,9502,"January 30 - February 5, 1995",Nick Lowe,The Impossible Bird,Upstart
variety,9502,"January 30 - February 5, 1995",Guo Yue & Joji Hirota,Red Ribbon,Shanachie
variety,9502,"January 30 - February 5, 1995",Syl Johnson,Back In The Game,Delmark
variety,9502,"January 30 - February 5, 1995",18th Dye,Done,Matador
variety,9502,"January 30 - February 5, 1995",Jason & The Scorchers,A Blazing Grace,Mammoth
variety,9502,"January 30 - February 5, 1995",(Various),Shake 'Em On Down,Arhoolie
variety,9502,"January 30 - February 5, 1995",Three Mile Pilot,Chief Assassin To The S,DGC
variety,9502,"January 30 - February 5, 1995",(Various),Explorations,Ubiquity
variety,9502,"January 30 - February 5, 1995",The Spiny Eateres,All Is Well,Kranky
variety,9502,"January 30 - February 5, 1995",Tarika,Bibiango,Xenophile
variety,9502,"January 30 - February 5, 1995",Crash Worship,Triple Mania II,Charnel House
variety,9502,"January 30 - February 5, 1995",(Various),Tex-Mex Fiesta,Arhoolie
variety,9502,"January 30 - February 5, 1995",Bettie Serveert,Lamprey,Matador
variety,9502,"January 30 - February 5, 1995",Cindytalk,Wappinschaw,Touched
variety,9502,"January 30 - February 5, 1995",(Various),Dark City Sisters & Fly,Earthworks
variety,9502,"January 30 - February 5, 1995",Swans,The Great Annihilator,Invisible
variety,9502,"January 30 - February 5, 1995",Garmarna,Vittrad,Omnium
variety,9502,"January 30 - February 5, 1995",(Various),The Excello Story,Excello
variety,9502,"January 30 - February 5, 1995",Kickstand,Kickstand,Queenie
variety,9502,"January 30 - February 5, 1995",Further,Grimes Golden,Fingerpaint
variety,9502,"January 30 - February 5, 1995",(Various),Sun Records Collection,Rhino
variety,9502,"January 30 - February 5, 1995",Containe,I Want It All,Enchante
variety,9502,"January 30 - February 5, 1995",East River Pipe,Poor Fricky,Sarah
variety,9502,"January 30 - February 5, 1995",(Various),Beyond The Beach,Upstart
variety,9502,"January 30 - February 5, 1995",Edsel,Detroit Folly,Grass
variety,9502,"January 30 - February 5, 1995",Palace Songs,Hope,Drag City
variety,9503,"February 27 - March 5, 1995",The Roots,Do You Want More!!!???,DGC
variety,9503,"February 27 - March 5, 1995",New Bomb Turks,Information Highway Rev,Crypt
variety,9503,"February 27 - March 5, 1995",The The,Hanky Panky,550 Music/Epic
variety,9503,"February 27 - March 5, 1995",Huun-Huur-Tu,The Orphan's Lament,Shanachie
variety,9503,"February 27 - March 5, 1995",The Cakekitchen,Stompin Thru The Boney d,Merge
variety,9503,"February 27 - March 5, 1995",Mansour Seck,"N'der Fouta Tooro, Vol 1",Stern' Africa
variety,9503,"February 27 - March 5, 1995",Lois,Bet The Sky,K
variety,9503,"February 27 - March 5, 1995",Mike Watt,Ball-Hog Or Tugboat?,Columbia
variety,9503,"February 27 - March 5, 1995",A.C. Acoustics,Able Treasury,Trance Syndicate
variety,9503,"February 27 - March 5, 1995",Little Axe,Wolf That House Built,OKeh/Epic
variety,9503,"February 27 - March 5, 1995",Jennifer Trynin,Cockamamie,Squint
variety,9503,"February 27 - March 5, 1995",Laughing Hyenas,Hard Times,Touch & Go
variety,9503,"February 27 - March 5, 1995",Brainiac,Bonsai Superstar,Grass
variety,9503,"February 27 - March 5, 1995",Laika,Silver Apples Of The Moon,Too Pure
variety,9503,"February 27 - March 5, 1995",Shane McGowen,The Snake,ZTT
variety,9503,"February 27 - March 5, 1995",Nine Pound Hammer,Hayseed Timebomb,Crypt
variety,9503,"February 27 - March 5, 1995",Throwing Muses,University,Sire/Reprise
variety,9503,"February 27 - March 5, 1995",Pansy Division,Pile Up,Lookout
variety,9503,"February 27 - March 5, 1995",Medeski Martin & Wood,Friday Afternoon In The,Gramavision
variety,9503,"February 27 - March 5, 1995",Kieran Kane,Dead Reckoning,Dead Reckoning
variety,9503,"February 27 - March 5, 1995",Mary Lou Lord,Mary Lou Lord,Kill Rock Stars
variety,9503,"February 27 - March 5, 1995",Caspar Brotzmann Msskr,Home,Thirsty Ear
variety,9503,"February 27 - March 5, 1995",Israel Vibration,On The Rock,RAS
variety,9503,"February 27 - March 5, 1995",Team Dresch,Personal Best,Chainsaw/Candyass
variety,9503,"February 27 - March 5, 1995",Syl Johnson,Back In The Game,Delmark
variety,9503,"February 27 - March 5, 1995",(Various),The Long Secret,Harriet
variety,9503,"February 27 - March 5, 1995",Spent,Songs Of Drinking & Rebellion,Merge
variety,9503,"February 27 - March 5, 1995",The Justin Vali Trio,The Truth (My Marina),Real World
variety,9503,"February 27 - March 5, 1995",Royal Trux,Thank You,Virgin
variety,9503,"February 27 - March 5, 1995",Guo Yue & Joji Hirota,Red Ribbon,Shanachie
variety,9503,"February 27 - March 5, 1995",CeDell Davis,Best Of CeDell Davis,Fat Possum/Capitol
variety,9503,"February 27 - March 5, 1995",Bells Of,Two Dos Or Not Is,Teen Beat
variety,9503,"February 27 - March 5, 1995",The Cartwrights,Ponderosa Fabuloso,Big Iron
variety,9503,"February 27 - March 5, 1995",(Various),"Incredibly Strange Music, 2",Asphodel
variety,9503,"February 27 - March 5, 1995",Joost Visser,Partners In Hair,Ajax
variety,9503,"February 27 - March 5, 1995",(Various),Smitten,Karate
variety,9503,"February 27 - March 5, 1995",Three Mile Pilot,Chief Assassin To The S,DGC
variety,9503,"February 27 - March 5, 1995",Jason & The Scorchers,A Blazing Grace,Mammoth
variety,9503,"February 27 - March 5, 1995",The Renderers,That Dog's Head In The,Ajax
variety,9503,"February 27 - March 5, 1995",18th Dye,Done,Matador
variety,9503,"February 27 - March 5, 1995",Greyboy Allstars,West Coast Boogaloo,Greyboy
variety,9503,"February 27 - March 5, 1995",Spanic Family,Spanic Family Album,ESD
variety,9503,"February 27 - March 5, 1995",Killdozer,God Hears Pleas Of The,Touch & Go
variety,9503,"February 27 - March 5, 1995",Crash Worship,Triple Mania II,Charnel House
variety,9503,"February 27 - March 5, 1995",Bettie Serveert,Lamprey,Matador
variety,9503,"February 27 - March 5, 1995",(Various),Periscope,Yoyo
variety,9503,"February 27 - March 5, 1995",Nick Lowe,The Impossible Bird,Upstart
variety,9503,"February 27 - March 5, 1995",Tarika,Bibiango,Xenophile
variety,9503,"February 27 - March 5, 1995",(Various),For A Life Of Sin,Bloodshot
variety,9503,"February 27 - March 5, 1995",The Chrome Cranks,The Chrome Cranks,PCP
variety,9504,"April 3-9, 1995",Squirrel Nut Zippers,The Inevitable Squirrel Nut Zippers,Mammoth
variety,9504,"April 3-9, 1995",PJ Harvey,Alien Lanes,Matador
variety,9504,"April 3-9, 1995",The August Sons,"Plants, Planets, & Insects",El Recordo
variety,9504,"April 3-9, 1995",Flying Saucer Attack,Further,Drag City
variety,9504,"April 3-9, 1995",The 6ths,Wasps' Nests,London
variety,9504,"April 3-9, 1995",(Various),Rig Rock Truck Stop,Diesel Only
variety,9504,"April 3-9, 1995",Spiritualized,Pure Phase,Dedicated/Arista
variety,9504,"April 3-9, 1995",(Various),Dope On Plastic,React
variety,9504,"April 3-9, 1995",Steve Earle,Train A Comin',Winter Harvest
variety,9504,"April 3-9, 1995",The Cakekitchen,Stompin Thru The Boney d,Merge
variety,9504,"April 3-9, 1995",Half Japanese,Greatest Hits,Safe House
variety,9504,"April 3-9, 1995",The Roots,Do You Want More!!!???,DGC
variety,9504,"April 3-9, 1995",Guided By Voices,Box,Scat
variety,9504,"April 3-9, 1995",The Grassy Knoll,The Grassy Knoll,Nettwerk
variety,9504,"April 3-9, 1995",Mike Watt,Ball-Hog Or Tugboat?,Columbia
variety,9504,"April 3-9, 1995",New Bomb Turks,Information Highway Rev,Crypt
variety,9504,"April 3-9, 1995",(Various),Hell-Bent,Bloodshot
variety,9504,"April 3-9, 1995",Traveling Through,Jungle: Fife And Drum Band,Testament
variety,9504,"April 3-9, 1995",Morphine,Yes,Rykodisc
variety,9504,"April 3-9, 1995",Lida Husik,Joyride,Caroline
variety,9504,"April 3-9, 1995",Denison/Kimball Trio,Soul Machine,Skin Graft
variety,9504,"April 3-9, 1995",Everclear,Sparkle And Fade,Capitol
variety,9504,"April 3-9, 1995",Sally Timms,To The Land Of Milk & Honey,Feel Good All Over
variety,9504,"April 3-9, 1995",Negativeland,Fair Use,Seeland
variety,9504,"April 3-9, 1995",(Various),Cajun Honky Tonk,Arhoolie
variety,9504,"April 3-9, 1995",Wilco,A.M,Sire/Reprise
variety,9504,"April 3-9, 1995",Bill Frisell,Music 4 Films of Buster Keaton,Nonesuch
variety,9504,"April 3-9, 1995",Lilys,Eccsame The Photon Band,Spinart
variety,9504,"April 3-9, 1995",Simon Bonney,Everyman,Mute
variety,9504,"April 3-9, 1995",The McCoury Brothers,The McCoury Brothers,Rounder
variety,9504,"April 3-9, 1995",Violent Green,Eros,Up
variety,9504,"April 3-9, 1995",Spatula,Even The Thorny Acacia,Jesus Christ
variety,9504,"April 3-9, 1995",(Various),Big Noise: A Mambo Inn,Hannibal
variety,9504,"April 3-9, 1995",Ben Lee,Grandpaw Would,Grand Royal
variety,9504,"April 3-9, 1995",Mudhoney,My Brother The Cow,Reprise
variety,9504,"April 3-9, 1995",Israel Vibration,On The Rock,RAS
variety,9504,"April 3-9, 1995",Barbara Manning,Sings With The Original,Feel Good All Over
variety,9504,"April 3-9, 1995",Pansy Division,Pile Up,Lookout
variety,9504,"April 3-9, 1995",The Justin Vali Trio,The Truth (My Marina),Real World
variety,9504,"April 3-9, 1995",(Various),The Long Secret,Harriet
variety,9504,"April 3-9, 1995",Archers Of Loaf,Vee Vee,Alias
variety,9504,"April 3-9, 1995",Engine Kid,Angel Wings,Revelation
variety,9504,"April 3-9, 1995",David S Ware Quartet,Cryptology,Homestead
variety,9504,"April 3-9, 1995",Smog,Wild Love,Drag City
variety,9504,"April 3-9, 1995",Kieran Kane,Dead Reckoning,Dead Reckoning
variety,9504,"April 3-9, 1995",Spent,Songs Of Drinking & Rebellion,Merge
variety,9504,"April 3-9, 1995",CeDell Davis,Best Of CeDell Davis,Fat Possum/Capitol
variety,9504,"April 3-9, 1995",Pete Rock & CL Smooth,The Main Ingredient,Elektra
variety,9504,"April 3-9, 1995",Little Annie,Short Sweet & Dread,On-U Sound/Restless
variety,9504,"April 3-9, 1995",Syl Johnson,Back In The Game,Delmark
variety,9505,"May 1-7, 1995",The Last Poets,Holy Terror,Rykodisc
variety,9505,"May 1-7, 1995",Tricky,Maxinquaye,Island
variety,9505,"May 1-7, 1995",Pavement,Wowee Zowee,Matador
variety,9505,"May 1-7, 1995",Dream Warriors,Subliminal Simulation,Pendulum/EMI
variety,9505,"May 1-7, 1995",Squirrel Nut Zippers,The Inevitable Squirrel Nut Zippers,Mammoth
variety,9505,"May 1-7, 1995",(Various),Rig Rock Truck Stop,Diesel Only
variety,9505,"May 1-7, 1995",Sundanese Degung-Mojung,Music Of West Java,Interra
variety,9505,"May 1-7, 1995",The August Sons,"Plants, Planets, & Insects",El Recordo
variety,9505,"May 1-7, 1995",Spiritualized,Pure Phase,Dedicated/Arista
variety,9505,"May 1-7, 1995",The 6ths,Wasps' Nests,London
variety,9505,"May 1-7, 1995",Flying Saucer Attack,Further,Drag City
variety,9505,"May 1-7, 1995",Steve Earle,Train A Comin',Winter Harvest
