genre,chart_page,period,artist,title,label
retrospective,top9096,,Mark Eitzel When My Plane Finally Goes Down,60 Watt Silver Lining,Warner Bros
retrospective,top9096,,Incredible Force Of Junior Blue Cheer,Let The World Fall Apart,Up
retrospective,top9096,,Low Over The Ocean,When The Curtain Hits The Cast,Vernon Yard
retrospective,top9096,,Heavenly By The Way,Operation Heavenly,K
retrospective,top9096,,Iris DeMent Wasteland Of The Free,The Way I Should,Warner Bros
retrospective,top9096,,Funki Porcini Purrfect,"Love, Pussycats, & Carwrecks",Ninja Tune
retrospective,top9096,,East River Pipe Kill The Action,Mel,Merge
retrospective,top9096,,Hayden Bad As They Seem,Everything I Long For,Sonic Unyon
retrospective,top9096,,Guided By Voices Sheet Kickers,"Under The Bushes, Under The Stars",Matador
retrospective,top9096,,Chemical Brothers Loops Of Fury,Loops Of Fury,Astralwerks
retrospective,top9096,,Carmine Conversation Overdue,El Ferocia,self-produced
retrospective,top9096,,R.E.M. Electrolite,New Adventures In Hi-Fi,Warner Bros
retrospective,top9096,,Ween Japanese Cowboy,12 Golden Country Greats,Elektra
retrospective,top9096,,Wilco Dreamer In My Dreams,Being There,Reprise
retrospective,top9096,,Wooden Leg Out Of My Yard,Wooden Leg,East Side Digital
retrospective,top9096,,Yo La Tengo Fog Over Frisco,Genius + Love=Yo La Tengo,Matador
retrospective,top9096,,Noise Addict Sixteen,Meet The Real You,Grand Royal
retrospective,top9096,,Massive Attack Vs The Mad Professor Radiation Ruling,The Nation No Protection,Gyroscope
retrospective,top9096,,Golden Palominos Victim,Dead Inside,Restless
retrospective,top9096,,Jessamine Say What You Can,The Long Arm Of Coincidence,Kranky
retrospective,top9096,,Lois Rougher,Snapshot Radio,K
retrospective,top9096,,Dirty Three Horse,Horse Stories,Touch & Go
retrospective,top9096,,King Of Hawaii Hopscotch,Cat. No. 10617,self-produced
retrospective,top9096,,The Del McCoury Band Smoking Gun,The Cold Hard Facts,Rounder
retrospective,top9096,,DJ Spooky Galactic Funk,Songs Of A Dead Dreamer,Asphodel
retrospective,top9096,,Dub Narcotic Sound System Ship To Shore,Ship To Shore,K
retrospective,top9096,,The Cardigans Iron Man,First Band On The Moon,Mercury
retrospective,top9096,,Built To Spill Girl,The Normal Years,K
retrospective,top9096,,Jon Spencer Blues Explosion Hot Shot,Now I Got Worry,Matador
retrospective,top9096,,Patti Smith Beneath The Southern Cross,Gone Again,Arista
retrospective,top9096,,Kilgore Trout Incision,Kilgore Trout,self-produced
retrospective,top9097,,Built To Spill Kicked It In theSun,Perfect From Now,On Warner Bros
retrospective,top9097,,Elliot Smith Angeles,Either/Or,Kill Rock Stars
retrospective,top9097,,Modest Mouse Polar Opposites,The Lonesome Crowded West,Up
retrospective,top9097,,Yo La Tengo Moby Octopad,I Can Hear the Heart Beating As One,Matador
retrospective,top9097,,Cornershop Brimful of Asha,When I Was Born For The 7th Time,Luaka Bop / Warner Bros
retrospective,top9097,,Sleater-Kinney Dig Me Out,Dig Me Out,Kill Rock Stars
retrospective,top9097,,764-HERO Wait Until 5,We're Solids,Up
retrospective,top9097,,Old 97's Time Bomb,Too Far To Care,Elektra
retrospective,top9097,,Ben Harper Widow Of A Living Man,The Will To Live,Virgin
retrospective,top9097,,Whiskeytown Dancing With The Women At The Bar,Stranger's Almanac,Outpost Recordings
retrospective,top9097,,Portishead All Mine,Portishead,Go! Beat / London
retrospective,top9097,,Luna Pup Tent,Pup Tent,Elektra
retrospective,top9097,,Steve Earle Taneytown,El Corazon,Warner Bros
retrospective,top9097,,Richard Buckner A Goodbye Rye,Devotion + Doubt,MCA
retrospective,top9097,,Bob Dylan Highlands,Time Out Of Mind,Columbia
retrospective,top9097,,Beth Orton She Cries Your Name,Trailer Park,Dedicated / Heavenly
retrospective,top9097,,Radiohead Karma Police,OK Computer,Capitol
retrospective,top9097,,The Verve Bittersweet Symphony,Urban Hymns,Virgin
retrospective,top9097,,Pavement Stereo,Brighten The Corners,Matador
retrospective,top9097,,Harvey Danger Flagpole Sitta,Where Have All The Merrymakers Gone,Arena Rock
retrospective,top9097,,Fred Eaglesmith Time To Get a Gun,Lipstick Lies & Gasoline,Razor & Tie
retrospective,top9097,,Wayne Hancock Highway 54,That's What Daddy Wants,Ark 21
retrospective,top9097,,Pete Krebs Purple Heart Of Texas,Western Electric,Cavity Search
retrospective,top9097,,The Jayhawks Dying on the Vine,Sound of Lies,American
retrospective,top9097,,Damien Jurado Circus Circus Circus,Waters Ave S,Sub Pop
retrospective,top9097,,Garageland Fingerpops,Last Exit To Garageland,Foodchain/ Flying Nun Records
retrospective,top9097,,Citizens' Utilities Northern Lights,No More Medicine,Mute
retrospective,top9097,,Joseph Arthur Mercedes,Big City Secrets,Realworld
retrospective,top9097,,Swell What I Always Wanted,Too Many Days Without Thinking,Beggars Banquet
retrospective,top9097,,Guided By Voices Bulldog Skin,Mag Earwhig!,Matador
retrospective,top9097,,Son Volt Caryatid Easy,Straightaways,Warner Brothers
retrospective,top9097,,The Fall Powder Keg,The Light User Syndrome,Jet Records
retrospective,top9097,,Coldcut More Beats + Pieces,Let Us Play!,Ninja Tune
retrospective,top9097,,Quasi Ghost Dreaming,R&B Transmogrification,Up
retrospective,top9097,,Jim White The Road That Leads To Heaven,Wrong Eyed Jesus!,Luaka Bop / Warner Bros
retrospective,top9097,,Blonde Redhead Kazuality,Fake Can Be Just As Good,Touch & Go
retrospective,top9097,,Mary Lou Lord I Figured You Out,Martian Saints,Kill Rock Stars
retrospective,top9097,,Prodigy Climbatize,The Fat Of The Land,Maverick
retrospective,top9097,,A3 Woke Up This Morning,Exile On Cold Harbour Lane,Geffen
retrospective,top9097,,The Chemical Brothers Block Rockin' Beats,Dig Your Own Hole,Astralwerks
retrospective,top9097,,Patti Smith Waiting Underground,Peace and Noise,Arista
retrospective,top9097,,The Geraldine Fibbers Butch,Butch,Virgin
retrospective,top9097,,Greg Garing Walk Away From Me,Alone,Paladin / Revolution
retrospective,top9097,,Jeb Loy Nichols As The Rain,Lovers Knot,Capitol
retrospective,top9097,,Belle and Sebastian The Stars of Track And Field,If You're Feeling Sinister,The Enclave
retrospective,top9097,,Marc Olsen Through The Window,Tunnel Songs,My Own Planet
retrospective,top9097,,The Grifters Spaced Out,Full Blown Possession,Sub Pop
retrospective,top9097,,Waaberi Rog Rogosho (Changing),New Dawn,Realworld
retrospective,top9097,,Pigeonhed It's Like The Man Said,The Full Sentence,Sub Pop
retrospective,top9097,,Sky Cries Mary Moonbathing,Moonbathing On Sleeping Leaves,Warner Brothers
retrospective,top9097,,Tsunami The Match,A Brilliant Mistake,Simple Machines
retrospective,top9097,,Veal Mexico Texaco,Hot Loser,Divine Industries
retrospective,top9097,,Severna Park 7th Street,Severna Park EP,Self Produced
retrospective,top9097,,Ween Mutilated Lips,The Mollusk,Elektra
retrospective,top9097,,Afro-Cuban Allstars A Todo Cuba Le Gusta,A Todo Cuba Le Gusta,World Circuit /Nonesuch
retrospective,top9097,,Micro Mini Repairs,This Is Jennie,Collective Fruit
retrospective,top9097,,David Holmes Don't Die Just Yet,Let's Get Killed,Go! Beat
retrospective,top9097,,Susana Baca Heces,Susana Baca,Luaka Bop / Warner Bros
retrospective,top9097,,Spoon Mountain to Sound,Soft Effects EP,Matador
retrospective,top9097,,Robbie Fulks I Told Her Lies,South Mouth,Bloodshot
retrospective,top9097,,Waco Brothers See Willy Fly By,Cowboy In Flames,Bloodshot
retrospective,top9097,,G. Love & Special Sauce I-76,"Yeah, It's That Easy",Okeh/ Epic
retrospective,top9097,,Jason Morphew Badass With A Heart Of Gold,Transparent,Ba Da Bing
retrospective,top9097,,Hooverphonic Revolver,A New Stereophonic Sound Spectacular,Epic
retrospective,top9097,,Bentley Rhythm Ace Bentleys Gonna Sort You Out!,Bentley Rhythm Ace,Astralwerks
retrospective,top9097,,The Walkabouts Prayer For You,Nighttown,Virgin
retrospective,top9097,,Buena Vista Social Club Chan Chan,Buena Vista Social Club,World Circuit /Nonesuch
retrospective,top9097,,Wyclef Jean Guantanamera,The Carnival,Ruffhouse/ Columbia
retrospective,top9097,,"Up, Bustle & Out Emerald Alley","Light 'Em Up, Blow 'Em Out",Ninja Tune
retrospective,top9097,,Laika Shut Off/Curl Up,Sounds Of The Satellites,Too Pure
retrospective,top9097,,Helium Cosmic Rays,The Magic City,Matador
retrospective,top9097,,Deus Fell Off The Floor Man,"In A Bar, Under The Sea",Island
retrospective,top9097,,Bottle Rockets Indianapolis,24 Hours A Day,Atlantic
retrospective,top9097,,Tarnation Destiny,Mirador,Reprise
retrospective,top9097,,Nick Cave & the Bad Seeds Into My Arms,The Boatman's Call,Reprise
retrospective,top9097,,Stereolab Brakhage,Dots and Loops,Elektra
retrospective,top9097,,Gravediggaz The Night The Earth Cried,"The Pick, the Sickle and the Shovel",Geestreet
retrospective,top9097,,Loop Guru Out Here,Loop Bites Dog,World Domination
retrospective,top9097,,Blue Mountain Pretty Please,Homegrown,Roadrunner
retrospective,top9097,,Goodness Anthem,5 Song EP,Good Ink
retrospective,top9097,,The Honeydogs John Brown,Seen a Ghost,Debris/ Mercury
retrospective,top9097,,Sukpatch Afternoon Son,Honky-Tonk Operation EP,Slabco
retrospective,top9097,,Spiritualized I Think I'm In Love,Ladies And Gentlemen We Are Floating In Space,Dedicated / Arista
retrospective,top9097,,The Sea And Cake The Fawn,The Fawn,Thrill Jockey
retrospective,top9097,,Tube Top Bleeder,Three Minute Hercules,Laundry Room Records
retrospective,top9097,,Nightcaps I Don't Like You,Split,Rendezvous Recordings
retrospective,top9097,,Chumbawumba Tubthumping,Tubthumper,Republic
retrospective,top9097,,Man Or Astroman War Of The Satellites,What Remains Inside A Black Hole,Au Go Go Records
retrospective,top9097,,United Future Organization Spy's Spice,UFO: 3rd Perspective,Brownswood Records
retrospective,top9097,,Pond Spokes,Rock Collection,Work
variety,0001,"January 3 - January 9, 2000",Graig Markel,Verses On Venus,(Mag Wheel/Recovery)
variety,0001,"January 3 - January 9, 2000",Clinic,Clinic,(Domino)
variety,0001,"January 3 - January 9, 2000",(Various),The Sound Of Channel One: King Tubby Connection,(Guava Jelly)
variety,0001,"January 3 - January 9, 2000",Beck,Midnite Vultures,( DGC )
variety,0001,"January 3 - January 9, 2000",(Various),Rough Guide To The Music Of The Gypsies,(World Music Network)
variety,0001,"January 3 - January 9, 2000",Krust,Coded Language,(Talkin Loud/ Island )
variety,0001,"January 3 - January 9, 2000",hotRod Circuit,If I Knew Know What I Knew Then,(Triple Crown)
variety,0001,"January 3 - January 9, 2000",Mos Def,Black On Both Sides,( Rawkus )
variety,0001,"January 3 - January 9, 2000",(Various),Viva Cubop!,( Cubop / Ubiquity )
variety,0001,"January 3 - January 9, 2000",Alex Gopher,You My Baby & I, V2 
variety,0001,"January 3 - January 9, 2000",Company Segundo,Calle Salud,( Nonesuch )
variety,0001,"January 3 - January 9, 2000",Lori Carson,Stars,(Reckless)
variety,0001,"January 3 - January 9, 2000",Bernard Kabanda,Olugendo,(WOMAD)
variety,0001,"January 3 - January 9, 2000",Andrea Parker,Kiss My Arp,( Beggars Banquet / Mo'Wax )
variety,0001,"January 3 - January 9, 2000",(Various),Cape Verde,( Putumayo )
variety,0001,"January 3 - January 9, 2000",Air Cuba,Leap of Faith,( 4AD )
variety,0001,"January 3 - January 9, 2000",(Various),Jet Society,(Eighteenth Street Lounge Soundtracks)
variety,0001,"January 3 - January 9, 2000",Sally Timms,Cowboy Sally's Twilight Laments,( Bloodshot )
variety,0001,"January 3 - January 9, 2000",The Dismemberment Plan,Emergency & I,( DeSoto )
variety,0001,"January 3 - January 9, 2000",Kid Loco,Presents Jesus Life For Children Under 12 Inches,( Atlantic )
variety,0001,"January 3 - January 9, 2000",(Various),Lightning Over The River,( Music Club )
variety,0001,"January 3 - January 9, 2000",Bloom 05,Lonesome Solar Surfer,(Gash)
variety,0001,"January 3 - January 9, 2000",Mahmoud Ahmed,Ethiopiques 6,(Buda Musique)
variety,0001,"January 3 - January 9, 2000",Tom House,'Til You've Seen Mine,(Catamount)
variety,0001,"January 3 - January 9, 2000",Nebula,To The Center,( Sub Pop )
variety,0001,"January 3 - January 9, 2000",Baby Mammoth,Motion Without Pain,( Pork )
variety,0001,"January 3 - January 9, 2000",Hood,The Cycle of the Days and Seasons,(Domino)
variety,0001,"January 3 - January 9, 2000",Matthew Sweet,In Reverse,(Volcano)
variety,0001,"January 3 - January 9, 2000",Rakim,The Master,( Universal )
variety,0001,"January 3 - January 9, 2000",T.W. Walsh,How We Spend Our Days,( Made In Mexico )
variety,0001,"January 3 - January 9, 2000",Mogwai,EP + 2,( Matador )
variety,0001,"January 3 - January 9, 2000",Teddy Morgan and the Pistolas,Lost Love and Highways,( Hightone )
variety,0001,"January 3 - January 9, 2000",Franco & O.K. Jazz,Originalite,(RetroAfric)
variety,0001,"January 3 - January 9, 2000",LeTigre,LeTigre,(Mr. Lady)
variety,0001,"January 3 - January 9, 2000",Da Grass Roots,Passage Through Time,(Conception)
variety,0001,"January 3 - January 9, 2000",Truco and Zaperoko,Fusion Caribena,( RykoLatino )
variety,0001,"January 3 - January 9, 2000",Jim O'Rourke,Halfway To A Threeway,( Drag City )
variety,0001,"January 3 - January 9, 2000",Aphrodite,Aphrodite,( Gee Street / V2 )
variety,0001,"January 3 - January 9, 2000",Juan de Marcos' Afro Cuban All Stars,"Distinto, Diferente",( World Circuit / Nonesuch )
variety,0001,"January 3 - January 9, 2000",(Various),Easy Tempo,(Eighteenth Street Lounge)
variety,0001,"January 3 - January 9, 2000",Backyard Babies,Total 13,( Scooch Pooch )
variety,0001,"January 3 - January 9, 2000",Kid Loco,DJ Kicks,( Stud!o K7 )
variety,0001,"January 3 - January 9, 2000",Plone,For Beginner Piano,( Matador )
variety,0001,"January 3 - January 9, 2000",(Various),Nordic Roots 2,( NorthSide )
variety,0001,"January 3 - January 9, 2000",And You Will Know Us By the Trail of Dead,Madonna,( Merge )
variety,0001,"January 3 - January 9, 2000",Cocteau Twins,BBC Sessions,( Rykodisc )
variety,0001,"January 3 - January 9, 2000",Afro Cuban Jazz Project,Descarga Uno,(Circular Moves)
variety,0001,"January 3 - January 9, 2000",Rage Against The Machine,The Battle Of Los Angeles,( Epic )
variety,0001,"January 3 - January 9, 2000",No. 2,No Memory,( Chainsaw )
variety,0001,"January 3 - January 9, 2000",Ani DiFranco,To the Teeth,( Righteous Babe )
variety,0001,"January 3 - January 9, 2000",(Various),The New Latinaires 2,( Ubiquity )
variety,0001,"January 3 - January 9, 2000",Q-Tip,Amplified,( Arista )
variety,0001,"January 3 - January 9, 2000",The Wisdom of Harry,Stars of Super 8,( Matador )
variety,0001,"January 3 - January 9, 2000",Kepa Junkera,Bilbao 00:00h,( Alula )
variety,0001,"January 3 - January 9, 2000",Saturnine,American Kestral,( Motorcoat / VictoriaLand )
variety,0001,"January 3 - January 9, 2000",Jimmy Bosch,Salsa Dura,( RykoLatino )
variety,0001,"January 3 - January 9, 2000",(Various),Soulfood,(Cookin'/Good Looking)
variety,0001,"January 3 - January 9, 2000",Emperor Penguin,Extreme Gaming,( My Pal God )
variety,0001,"January 3 - January 9, 2000",Issa Bagayogo,Sya,(Cobalt)
variety,0001,"January 3 - January 9, 2000",The Black Watch,The King of Good Intentions,( Not Lame )
variety,0002,"January 31 - February 6, 2000",Chappaquiddick Skyline,Chappaquiddick Skyline,( Sub Pop )
variety,0002,"January 31 - February 6, 2000",Modest Mouse,Building Nothing Out of Something,( Up )
variety,0002,"January 31 - February 6, 2000",D'Angelo,Voodoo,( Virgin )
variety,0002,"January 31 - February 6, 2000",Morphine,The Night,( Dreamworks )
variety,0002,"January 31 - February 6, 2000",(Various),Tektonics,( Om )
variety,0002,"January 31 - February 6, 2000",Caravana Cubana,Late Night Sessions,( Rhino )
variety,0002,"January 31 - February 6, 2000",The The,NakedSelf,( Nothing )
variety,0002,"January 31 - February 6, 2000",Mudhoney,March To Fuzz,( Sub Pop )
variety,0002,"January 31 - February 6, 2000",The Hollisters,Sweet Inspiration,( Hightone )
variety,0002,"January 31 - February 6, 2000",Lewis,Progress and Regress,(AltarScience)
variety,0002,"January 31 - February 6, 2000",(Various),"Future, Jazz",(Instinct)
variety,0002,"January 31 - February 6, 2000",78 RPM,78 RPM,(self-released)
variety,0002,"January 31 - February 6, 2000",Graig Markel,Verses On Venus,(Mag Wheel/Recovery)
variety,0002,"January 31 - February 6, 2000",The Baby Namboos,Ancoats To Zambia,(Palm Pictures)
variety,0002,"January 31 - February 6, 2000",(Various),The Sound Of Channel One: King Tubby Connection,(Guava Jelly)
variety,0002,"January 31 - February 6, 2000",Clinton,Disco & the Halfway to Discontent,( Luaka Bop / Astralwerks )
variety,0002,"January 31 - February 6, 2000",Bernard Kabanda,Olugendo,(WOMAD)
variety,0002,"January 31 - February 6, 2000",Clinic,Clinic,(Domino)
variety,0002,"January 31 - February 6, 2000",(Various),Rough Guide To The Music Of The Gypsies,(World Music Network)
variety,0002,"January 31 - February 6, 2000",Krust,Coded Language,(Talkin Loud/ Island )
variety,0002,"January 31 - February 6, 2000",Pachora,Ast,( Knitting Factory )
variety,0002,"January 31 - February 6, 2000",(Various),Return Of The D.J. Vol. III,(Bomb Hip Hop)
variety,0002,"January 31 - February 6, 2000",The Pacific Ocean,"Less Than The Needle, More Than The Shotgun",(Enchante)
variety,0002,"January 31 - February 6, 2000",(Various),Music From The Zydeco Kingdom,( Rounder )
variety,0002,"January 31 - February 6, 2000",Ekova,Heaven's Dust,( Six Degrees )
variety,0002,"January 31 - February 6, 2000",Super Chikan,What You See,( Fat Possum )
variety,0002,"January 31 - February 6, 2000",Draco,Enter The Draco,( Slabco )
variety,0002,"January 31 - February 6, 2000",Chuck Prophet,The Hurting Business,( Hightone )
variety,0002,"January 31 - February 6, 2000",Sugarman Three,Soul Donkey,( Desco )
variety,0002,"January 31 - February 6, 2000",Phil Lee,The Mighty King of Love,( Shanachie )
variety,0002,"January 31 - February 6, 2000",Suba,Sao Paolo Confessions,( Six Degrees )
variety,0002,"January 31 - February 6, 2000",Robbie Fulks,The Very Best of Robbie Fulks,( Bloodshot )
variety,0002,"January 31 - February 6, 2000",Baby Mammoth,Motion Without Pain,( Pork )
variety,0002,"January 31 - February 6, 2000",Slaid Cleaves,Broke Down,( Philo )
variety,0002,"January 31 - February 6, 2000",Futique,Go.Low,(Shadow)
variety,0002,"January 31 - February 6, 2000",Pan American,360 Business/360 Bypass,( Kranky )
variety,0002,"January 31 - February 6, 2000",Fu Manchu,King of the Road,( Mammoth )
variety,0002,"January 31 - February 6, 2000",Djanbutu Thiossane,"Ass, Mass & Pap",(Intuition)
variety,0002,"January 31 - February 6, 2000",Matthew Sweet,In Reverse,(Volcano)
variety,0002,"January 31 - February 6, 2000",(Various),The Shadow Masters: Drum 'n' Bass,(Shadow)
variety,0002,"January 31 - February 6, 2000",Elliott,If They Do,( Initial )
variety,0002,"January 31 - February 6, 2000",Matt Darriau/Paradox Trio,Source,(Knitting Factory)
variety,0002,"January 31 - February 6, 2000",Tom House,'Til You've Seen Mine,(Catamount)
variety,0002,"January 31 - February 6, 2000",Flying Saucer Attack,Mirror,( Drag City )
variety,0002,"January 31 - February 6, 2000",Takako Minekawa,Fun 9,( Emperor Norton )
variety,0002,"January 31 - February 6, 2000",Lee Hazlewood,13,( Smells Like )
variety,0002,"January 31 - February 6, 2000",Smith & Mighty,Big World Small World,( Stud!o K7 )
variety,0002,"January 31 - February 6, 2000",Cowboy Junkies,"Rarities, B-Sides and Slow, Sad Waltzes",(Valley)
variety,0002,"January 31 - February 6, 2000",Starflyer/59,Everybody Makes Mistakes,( Tooth & Nail )
variety,0002,"January 31 - February 6, 2000",Franco & O.K. Jazz,Originalite,(RetroAfric)
variety,0002,"January 31 - February 6, 2000",DJ Faust,Inward Journeys,(Bomb Hip Hop)
variety,0002,"January 31 - February 6, 2000",Mahmoud Ahmed,Ethiopiques 6,(Buda Musique)
variety,0002,"January 31 - February 6, 2000",Bloom 05,Lonesome Solar Surfer,(Gash)
variety,0002,"January 31 - February 6, 2000",Rakim,The Master,( Universal )
variety,0002,"January 31 - February 6, 2000",(Various),Lightning Over The River,( Music Club )
variety,0002,"January 31 - February 6, 2000",Hood,The Cycle of the Days and Seasons,(Domino)
variety,0002,"January 31 - February 6, 2000",Tosca,Suzuki,(G-Stone)
variety,0002,"January 31 - February 6, 2000",Q-Tip,Amplified,( Arista )
variety,0002,"January 31 - February 6, 2000",Jim O'Rourke,Halfway To A Threeway,( Drag City )
variety,0002,"January 31 - February 6, 2000",Mogwai,EP + 2,( Matador )
variety,0004,April 2000,Ass Ponys,Some Stupid With A Flare Gun,( Checkered Past )
variety,0004,April 2000,Common,Like Water For Chocolate,( MCA )
variety,0004,April 2000,Death Cab For Cutie,We Have The Facts and We're Voting Yes,( Barsuk )
variety,0004,April 2000,Marah,Kids In Philly,(E Squared/Artemis)
variety,0004,April 2000,Rinocerose,Installation Sonore,( V2 )
variety,0004,April 2000,Neko Case & her Boyfriends,Furnace Room Lullaby,( Bloodshot )
variety,0004,April 2000,Polecat,High Pressure System,(Sonic Boom)
variety,0004,April 2000,Blackalicious,Nia,(Quannum)
variety,0004,April 2000,Trembling Blue Stars,Broken By Whispers,( Sub Pop )
variety,0004,April 2000,Groove Armada,Vertigo,(Jive Electro)
variety,0004,April 2000,Yo La Tengo,And then nothing turned itself inside-out,( Matador )
variety,0004,April 2000,Susana Baca,Eco De Sombras,( Luaka Bop )
variety,0004,April 2000,Eels,Daisies Of The Galaxy,( Dreamworks )
variety,0004,April 2000,Shelby Lynne,I Am Shelby Lynne,( Island )
variety,0004,April 2000,Femi Kuti,Shoki Shoki,( MCA )
variety,0004,April 2000,Asylum Street Spankers,Spanker Madness,(Spanks-a-Lot)
variety,0004,April 2000,Zuco 103,Outro Lado,( Six Degrees )
variety,0004,April 2000,Tommy Womack,Stubborn,( Sideburn )
variety,0004,April 2000,Morphine,The Night,( Dreamworks )
variety,0004,April 2000,The The,NakedSelf,( Nothing )
variety,0004,April 2000,On The Floor At The Boutique: Mixed By Fatboy Slim,, Astralwerks 
variety,0004,April 2000,Peter Case,Flying Saucer Blues,( Vanguard )
variety,0004,April 2000,The Delta 72,000,( Touch and Go )
variety,0004,April 2000,Kelly Hogan & the Pine Valley Cosmonauts,Beneath The Country Underdog,( Bloodshot )
variety,0004,April 2000,(Various),Asian Travels,( Six Degrees )
variety,0004,April 2000,Six By Seven,The Closer You Get,( Mantra / Beggars Banquet )
variety,0004,April 2000,Jimmie Dale Gilmore,One Endless Night,(Windcharger/ Rounder )
variety,0004,April 2000,Lou Reed,Ecstasy,( Reprise )
variety,0004,April 2000,Mekons,Journey to the End of the Night,( Quarterstick )
variety,0004,April 2000,Papas Fritas,Buildings and Grounds,( Minty Fresh )
variety,0004,April 2000,Guy Davis,Butt Naked Free,( Red House )
variety,0004,April 2000,Bowery Electric,Lushlife,( Beggars Banquet )
variety,0004,April 2000,(Various),Republica Dominicana,( Putumayo )
variety,0004,April 2000,Joseph Arthur,Come To Me Where I'm From,( Real World )
variety,0004,April 2000,Dave Stuckey & the Rhythm Gang,Get A Load Of This,(HMG/ Hightone )
variety,0004,April 2000,Giant Sand,Chore Of Enchantment,( Thrill Jockey )
variety,0004,April 2000,(Various),Brassic Beats USA,(Skint)
variety,0004,April 2000,Cat Power,The Covers Record,( Matador )
variety,0004,April 2000,Fila Brazillia,Brazilification,(Kudos)
variety,0004,April 2000,The Ananda Shankar Experience and State Of Bengal,Walking On,( Real World )
variety,0004,April 2000,Pedro The Lion,Winners Never Quit,( Jade Tree )
variety,0004,April 2000,DJ Cam,The French Connection,(Shadow)
variety,0004,April 2000,Ween,White Pepper,( Elektra )
variety,0004,April 2000,Southpacific,Constance,( Turnbuckle )
variety,0004,April 2000,(Various),No Categories 3,( Ubiquity )
variety,0004,April 2000,Recoil,Liquid,( Mute )
variety,0004,April 2000,Bad Livers,Blood & Mood,( Sugar Hill )
variety,0004,April 2000,(Various),2001: A Rhyme Odyssey,( Guidance )
variety,0004,April 2000,Beachwood Sparks,Beachwood Sparks,( Sub Pop )
variety,0004,April 2000,Home,XIV,( Arena Rock )
variety,0004,April 2000,Septeto Santiaguero,La Pulidora,(Intuition)
variety,0004,April 2000,Dirty Three,"Whatever You Love, You Are",( Touch and Go )
variety,0004,April 2000,Ricardo Lemvo & Makina Loca,Sao Salvador,( Putumayo )
variety,0004,April 2000,Lambchop,Nixon,( Merge )
variety,0004,April 2000,Supreme Beings of Leisure,Supreme Beings of Leisure,(Palm Pictures)
variety,0004,April 2000,The Blacks,Just Like Home,( Bloodshot )
variety,0004,April 2000,DJ Cheb i Sabbah,Maha Maya,( Six Degrees )
variety,0004,April 2000,Wolf Colonel,Vikings of Mint,( K )
variety,0004,April 2000,DJ Me DJ You,Rainbows and Robots,( Emperor Norton )
variety,0004,April 2000,Mamadou Diabate,Tunga,( Alula )
variety,0005,May 2000,Sleater-Kinney,All Hands On The Bad One,( Kill Rock Stars )
variety,0005,May 2000,Built To Spill,Live,( Warner Bros )
variety,0005,May 2000,Elliott Smith,Figure 8,( Dreamworks )
variety,0005,May 2000,Primal Scream,Xtrmntr,( Astralwerks )
variety,0005,May 2000,Steve Earle,Transcendental Blues,(E-Squared/Artemis)
variety,0005,May 2000,Common,Like Water For Chocolate,( MCA )
variety,0005,May 2000,Marc Ribot Y Los Cubanos Postizos,Muy Divertido!,( Atlantic )
variety,0005,May 2000,Calexico,Hot Rail,( Quarterstick )
variety,0005,May 2000,Death Cab For Cutie,We Have The Facts and We're Voting Yes,( Barsuk )
variety,0005,May 2000,Bap Kennedy,Lonely Street,(Dressed To Kill/LSD)
variety,0005,May 2000,Ass Ponys,Some Stupid With A Flare Gun,( Checkered Past )
variety,0005,May 2000,Rinocerose,Installation Sonore,( V2 )
variety,0005,May 2000,Grandaddy,The Sophtware Slump,( V2 )
variety,0005,May 2000,Corey Harris & Henry Butler,Vu-Du Menz,( Alligator )
variety,0005,May 2000,Broadcast,The Noise Made By People,( Warp / Tommy Boy )
variety,0005,May 2000,On The Floor At The Boutique: Mixed By Fatboy Slim,, Astralwerks 
variety,0005,May 2000,Belle & Sebastian,Lazy Line Painter Jane,( Matador )
variety,0005,May 2000,Trembling Blue Stars,Broken By Whispers,( Sub Pop )
variety,0005,May 2000,Blackalicious,Nia,(Quannum)
variety,0005,May 2000,Marah,Kids In Philly,(E Squared/Artemis)
variety,0005,May 2000,Sumack,Now Hear This,( V2 )
variety,0005,May 2000,Dilated Peoples,The Platform,( Capitol )
variety,0005,May 2000,Smog,Dongs of Sevotion,( Drag City )
variety,0005,May 2000,Bebel Gilberto,Tanto Tempo,( Six Degrees )
variety,0005,May 2000,Looper,The Geometrid,( Sub Pop )
variety,0005,May 2000,The Delta 72,000,( Touch and Go )
variety,0005,May 2000,Macha Loved Bedhead,, Jetset 
variety,0005,May 2000,Dusty Trails,Dusty Trails,( Atlantic )
variety,0005,May 2000,Kelly Hogan & the Pine Valley Cosmonauts,Beneath The Country Underdog,( Bloodshot )
variety,0005,May 2000,Voyager One,From the New Nation of Long Shadows,( Loveless )
variety,0005,May 2000,Encore,Self Preservation,(75 Ark)
variety,0005,May 2000,Kronos Quartet,Kronos Caravan,( Nonesuch )
variety,0005,May 2000,Recoil,Liquid,( Mute )
variety,0005,May 2000,Damon Bramblett,Damon Bramblett,(Namesake)
variety,0005,May 2000,Cat Power,The Covers Record,( Matador )
variety,0005,May 2000,DJ Krush,Code4109,(Red Ink)
variety,0005,May 2000,Six By Seven,The Closer You Get,( Mantra / Beggars Banquet )
variety,0005,May 2000,Trinity,Shanty Town Determination,( Blood and Fire )
variety,0005,May 2000,Neil Young,Silver & Gold,( Reprise )
